Board Name,School Name,School Level,Grade Range,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Year
24,1283,Elementary,JK-8,195,0,95,0,0,20,0,92%,25.0,88%,13.0,80%,22.0,55%,-12.0,55%,5.0,14%,-11.0,10,0,2019
24,1339,Elementary,JK-8,225,0,100,0,0,20,0,95%,27.0,76%,-1.0,67%,-4.0,100%,12.0,100%,4.0,69%,11.0,20,10,2019
24,1352,Elementary,JK-8,185,0,100,0,0,30,0,65%,12.0,74%,21.0,39%,-1.0,88%,25.0,92%,34.0,23%,18.0,25,20,2019
24,1361,Elementary,JK-8,195,0,100,5,5,35,0,13%,-28.0,7%,-34.0,13%,-20.0,31%,-14.0,38%,3.0,15%,-5.0,50,15,2019
24,1393,Elementary,JK-8,240,0,95,0,0,15,0,53%,-26.0,47%,-11.0,20%,-64.0,78%,11.0,78%,5.0,13%,-32.0,10,0,2019
24,1420,Elementary,JK-8,540,1,99,0,1,18,0,85%,-8.0,74%,-13.0,54%,-26.0,85%,-8.0,85%,-8.0,65%,-11.0,3,1,2019
24,1466,Elementary,JK-8,285,0,100,0,0,15,0,59%,9.0,55%,-4.0,48%,-2.0,71%,5.0,65%,11.0,50%,19.0,15,10,2019
24,1468,Elementary,JK-8,605,6,100,2,1,19,0,72%,-8.0,75%,0.0,67%,14.0,81%,4.0,74%,-7.0,48%,-3.0,11,1,2019
24,1719,Elementary,JK-8,405,0,100,0,0,10,0,83%,17.0,74%,-6.0,72%,3.0,85%,7.0,82%,2.0,62%,24.0,10,0,2019
24,2125,Elementary,JK-8,205,5,100,0,0,15,0,46%,-23.0,25%,-37.0,29%,-33.0,95%,33.0,90%,28.0,70%,55.0,15,0,2019
24,2142,Elementary,JK-8,515,1,100,1,1,18,0,52%,-7.0,30%,-27.0,26%,-25.0,57%,-23.0,57%,-9.0,24%,-5.0,25,12,2019
24,2221,Elementary,JK-8,260,0,100,0,0,10,0,63%,-1.0,58%,4.0,84%,20.0,77%,10.0,77%,15.0,45%,12.0,10,5,2019
24,2222,Elementary,JK-8,400,0,100,0,0,20,0,72%,7.0,57%,-5.0,59%,16.0,80%,17.0,85%,31.0,45%,16.0,15,10,2019
24,2223,Elementary,JK-8,675,41,100,3,3,11,0,60%,-15.0,61%,-1.0,51%,-3.0,82%,7.0,82%,3.0,42%,0.0,12,2,2019
24,2229,Elementary,JK-8,340,0,100,0,0,15,0,68%,20.0,71%,23.0,55%,15.0,64%,-8.0,59%,12.0,28%,-22.0,10,0,2019
24,2243,Elementary,JK-8,280,5,100,0,0,30,0,81%,12.0,74%,16.0,74%,5.0,81%,16.0,71%,15.0,26%,8.0,20,10,2019
25,6,Elementary,JK-8,465,10,100,0,0,20,0,58%,7.0,70%,13.0,42%,-9.0,81%,9.0,77%,2.0,58%,8.0,10,0,2019
25,62,Elementary,JK-8,420,0,100,0,0,10,0,61%,-6.0,48%,-11.0,52%,6.0,76%,25.0,78%,15.0,24%,16.0,15,5,2019
25,64,Elementary,JK-8,515,1,100,1,2,13,0,74%,4.0,76%,0.0,64%,1.0,80%,0.0,77%,-1.0,41%,-8.0,5,0,2019
25,139,Elementary,JK-8,705,3,100,1,1,11,0,76%,-15.0,79%,-8.0,59%,-14.0,84%,7.0,78%,4.0,45%,-18.0,8,2,2019
25,140,Elementary,JK-8,1000,30,100,5,5,3,2,92%,4.0,90%,-2.0,74%,-5.0,99%,4.0,99%,3.0,86%,1.0,17,2,2019
25,291,Elementary,JK-8,225,5,100,0,0,10,0,65%,-15.0,45%,-27.0,50%,-26.0,92%,-4.0,88%,3.0,62%,0.0,20,25,2019
25,302,Elementary,JK-8,255,25,100,10,10,10,0,81%,6.0,48%,-27.0,62%,-13.0,86%,-1.0,94%,11.0,39%,-9.0,10,0,2019
25,359,Elementary,JK-8,235,5,100,0,0,10,0,96%,0.0,100%,0.0,88%,0.0,95%,-5.0,95%,-5.0,86%,1.0,10,5,2019
25,376,Elementary,JK-8,255,20,100,5,5,20,0,55%,32.0,52%,25.0,41%,33.0,62%,10.0,65%,9.0,23%,-1.0,55,10,2019
25,395,Elementary,JK-6,300,10,100,5,0,10,0,81%,9.0,77%,3.0,68%,-4.0,95%,-2.0,95%,0.0,78%,22.0,0,0,2019
25,402,Elementary,JK-8,225,0,100,0,0,15,0,70%,18.0,70%,11.0,74%,33.0,68%,21.0,76%,41.0,36%,24.0,20,10,2019
25,428,Elementary,JK-8,320,55,100,30,35,10,0,47%,4.0,56%,10.0,31%,-12.0,51%,-12.0,67%,14.0,28%,-4.0,50,35,2019
25,440,Elementary,JK-8,470,0,100,0,5,15,0,75%,15.0,74%,25.0,65%,3.0,82%,3.0,78%,1.0,52%,2.0,15,0,2019
25,473,Elementary,JK-8,260,20,100,0,0,10,0,58%,-5.0,55%,-19.0,55%,-3.0,78%,6.0,91%,30.0,57%,13.0,10,35,2019
25,480,Elementary,JK-8,260,20,100,5,5,20,0,86%,18.0,91%,15.0,73%,21.0,88%,-1.0,91%,5.0,53%,-7.0,30,5,2019
25,529,Elementary,JK-8,615,0,100,0,1,14,0,71%,13.0,65%,8.0,62%,9.0,71%,2.0,65%,0.0,39%,-5.0,16,3,2019
25,575,Elementary,JK-8,360,10,100,0,5,10,0,45%,9.0,34%,-5.0,45%,9.0,74%,23.0,67%,32.0,26%,5.0,40,10,2019
25,577,Elementary,JK-8,555,30,100,3,3,17,0,66%,24.0,44%,11.0,47%,10.0,58%,-16.0,56%,-8.0,36%,10.0,28,7,2019
25,589,Elementary,JK-8,515,56,100,37,37,14,0,30%,-13.0,24%,-13.0,19%,-18.0,39%,-15.0,50%,0.0,18%,-17.0,71,30,2019
25,611,Elementary,JK-8,315,40,100,30,30,15,0,38%,10.0,38%,10.0,38%,4.0,50%,0.0,50%,-12.0,31%,4.0,65,15,2019
25,623,Elementary,JK-8,635,23,100,5,5,7,0,76%,-9.0,91%,6.0,57%,-21.0,90%,8.0,90%,16.0,66%,20.0,47,12,2019
25,644,Elementary,JK-8,305,20,100,10,10,15,0,71%,-18.0,62%,-14.0,57%,-27.0,76%,-7.0,76%,-4.0,59%,-8.0,15,0,2019
25,658,Elementary,JK-8,275,10,100,5,5,10,0,67%,28.0,61%,18.0,70%,45.0,53%,-12.0,40%,-7.0,27%,-20.0,15,20,2019
25,660,Elementary,JK-8,465,0,100,0,0,5,0,74%,-2.0,64%,-16.0,67%,4.0,87%,3.0,75%,-14.0,55%,6.0,10,10,2019
25,707,Elementary,JK-8,415,0,100,0,0,15,0,71%,6.0,64%,6.0,62%,4.0,77%,14.0,82%,15.0,36%,-1.0,10,5,2019
25,791,Elementary,JK-8,295,5,100,5,0,15,5,90%,11.0,81%,10.0,77%,15.0,79%,16.0,86%,19.0,46%,25.0,15,0,2019
25,830,Elementary,JK-8,295,30,100,10,10,10,0,68%,-11.0,79%,8.0,47%,-17.0,77%,-2.0,71%,-8.0,55%,7.0,30,5,2019
25,842,Elementary,JK-8,520,5,100,1,1,13,0,80%,2.0,71%,11.0,65%,-4.0,80%,-2.0,86%,18.0,49%,-8.0,12,14,2019
25,870,Elementary,JK-8,315,10,100,5,10,10,0,72%,-18.0,72%,-18.0,56%,-30.0,72%,1.0,59%,14.0,26%,16.0,30,10,2019
25,930,Elementary,JK-8,335,15,100,10,10,10,0,50%,5.0,43%,-2.0,29%,-11.0,93%,23.0,93%,41.0,37%,14.0,45,10,2019
25,936,Elementary,JK-8,500,0,100,5,0,10,0,67%,-7.0,61%,-1.0,51%,-1.0,69%,-21.0,65%,-7.0,37%,-27.0,10,10,2019
25,945,Elementary,JK-8,550,9,100,2,4,17,0,94%,4.0,85%,-5.0,87%,2.0,97%,10.0,94%,17.0,76%,2.0,8,0,2019
25,953,Elementary,JK-8,990,13,100,1,2,11,0,78%,1.0,78%,-1.0,49%,-21.0,78%,-12.0,78%,-2.0,43%,-9.0,7,1,2019
25,1013,Elementary,JK-8,415,10,100,10,5,20,0,57%,-10.0,45%,-29.0,36%,-8.0,67%,-13.0,59%,-24.0,24%,-10.0,30,10,2019
25,1027,Elementary,JK-8,265,0,100,0,0,15,0,77%,3.0,73%,25.0,69%,21.0,91%,1.0,94%,-6.0,65%,-11.0,10,0,2019
25,1042,Elementary,JK-8,300,30,100,10,10,15,0,61%,2.0,61%,-7.0,36%,-19.0,54%,-32.0,51%,-21.0,11%,-34.0,30,40,2019
25,1047,Elementary,JK-8,445,30,95,15,10,10,0,57%,-1.0,68%,-3.0,41%,-17.0,58%,-6.0,62%,-5.0,21%,-6.0,60,15,2019
25,1129,Elementary,JK-8,320,20,100,5,5,10,0,68%,1.0,68%,-19.0,61%,1.0,76%,5.0,79%,8.0,42%,-1.0,20,35,2019
25,1195,Elementary,JK-8,1035,52,100,16,15,9,0,64%,5.0,56%,2.0,52%,8.0,87%,4.0,92%,13.0,71%,15.0,36,6,2019
25,1292,Elementary,JK-8,255,40,100,0,0,10,0,85%,-3.0,69%,-23.0,42%,-46.0,65%,-32.0,70%,-20.0,25%,-30.0,15,0,2019
25,1351,Elementary,JK-8,320,0,100,0,0,10,0,77%,-4.0,74%,-7.0,58%,-6.0,93%,1.0,89%,1.0,59%,-21.0,10,0,2019
25,1353,Elementary,JK-8,525,44,100,34,34,10,0,60%,-2.0,58%,-7.0,38%,-7.0,59%,-12.0,62%,-9.0,31%,-7.0,54,19,2019
25,1361,Elementary,JK-8,265,10,100,0,5,10,0,65%,23.0,42%,-8.0,27%,-6.0,74%,-22.0,70%,-17.0,26%,-22.0,25,0,2019
25,1372,Elementary,JK-8,545,36,100,18,19,14,0,59%,12.0,50%,3.0,38%,-8.0,69%,9.0,68%,20.0,33%,8.0,27,27,2019
25,1377,Elementary,JK-8,460,25,100,25,20,15,0,52%,4.0,57%,-5.0,48%,15.0,70%,8.0,66%,4.0,41%,1.0,50,15,2019
25,1451,Elementary,JK-8,455,35,100,10,10,5,0,62%,-3.0,46%,-22.0,36%,-32.0,72%,-5.0,70%,10.0,43%,-1.0,30,5,2019
25,1454,Elementary,JK-8,255,30,100,10,10,15,0,67%,15.0,75%,9.0,67%,15.0,86%,27.0,90%,28.0,38%,16.0,70,20,2019
25,1489,Elementary,JK-8,820,8,100,2,3,8,1,85%,2.0,82%,10.0,59%,-3.0,91%,-2.0,89%,-3.0,73%,-6.0,6,0,2019
25,1558,Elementary,JK-8,485,35,100,15,10,10,0,82%,-8.0,75%,-8.0,75%,-8.0,86%,-2.0,91%,5.0,63%,-7.0,10,0,2019
25,2113,Elementary,JK-8,930,56,100,11,12,11,0,81%,0.0,77%,-8.0,68%,-2.0,89%,11.0,92%,12.0,62%,2.0,21,1,2019
25,2122,Elementary,JK-8,1005,13,100,1,2,8,0,84%,13.0,88%,20.0,73%,26.0,86%,-5.0,92%,2.0,54%,5.0,11,2,2019
25,2211,Elementary,JK-8,530,7,100,2,1,7,0,83%,-2.0,91%,12.0,72%,-1.0,79%,2.0,76%,7.0,38%,-2.0,32,7,2019
25,2239,Elementary,JK-8,690,28,100,16,16,16,0,62%,15.0,59%,9.0,51%,18.0,54%,3.0,64%,17.0,18%,-7.0,58,13,2019
25,2276,Elementary,JK-8,280,15,100,5,5,10,0,42%,-6.0,35%,-4.0,35%,12.0,65%,-4.0,71%,-3.0,29%,-14.0,35,20,2019
26,93,Elementary,JK-8,295,10,100,0,0,10,0,74%,-14.0,78%,-14.0,70%,-18.0,90%,19.0,80%,9.0,60%,12.0,10,0,2019
26,255,Elementary,JK-8,395,0,100,0,0,5,5,83%,-4.0,83%,1.0,71%,2.0,92%,-3.0,92%,1.0,75%,-16.0,5,5,2019
26,686,Elementary,JK-8,965,14,99,6,6,7,0,89%,-4.0,88%,-7.0,73%,-4.0,91%,8.0,92%,6.0,64%,5.0,9,3,2019
26,756,Elementary,JK-8,450,10,100,0,0,10,0,87%,8.0,77%,-2.0,62%,13.0,92%,3.0,96%,13.0,77%,28.0,5,5,2019
26,761,Elementary,JK-8,200,10,100,0,0,10,0,95%,4.0,95%,-1.0,80%,-3.0,77%,-11.0,82%,7.0,32%,7.0,10,0,2019
26,774,Elementary,JK-8,425,15,100,5,5,10,0,71%,-5.0,63%,-1.0,53%,-7.0,84%,0.0,82%,4.0,40%,-22.0,15,0,2019
26,775,Elementary,JK-8,485,20,100,5,5,10,0,84%,-9.0,82%,-7.0,79%,-7.0,85%,-10.0,87%,-11.0,54%,-19.0,15,0,2019
26,1007,Elementary,JK-8,670,10,100,7,7,6,1,91%,1.0,88%,-4.0,71%,-17.0,82%,-3.0,82%,-3.0,67%,11.0,12,2,2019
26,1235,Elementary,JK-8,740,14,100,2,2,7,0,85%,-5.0,81%,-12.0,75%,-7.0,94%,13.0,89%,6.0,52%,-10.0,12,2,2019
26,1257,Elementary,JK-8,420,10,100,0,0,5,0,83%,6.0,67%,-13.0,52%,-22.0,84%,-1.0,84%,1.0,65%,-12.0,10,0,2019
26,1265,Elementary,JK-8,275,10,100,5,0,20,20,57%,-31.0,48%,-46.0,48%,-46.0,68%,-11.0,75%,6.0,36%,-10.0,5,5,2019
26,1379,Elementary,JK-8,935,9,100,4,4,7,1,76%,-12.0,59%,-28.0,53%,-22.0,92%,12.0,95%,11.0,53%,-3.0,11,1,2019
26,1477,Elementary,JK-8,535,11,100,2,2,8,1,80%,10.0,70%,0.0,57%,6.0,96%,15.0,94%,13.0,68%,16.0,10,1,2019
26,1970,Elementary,JK-8,755,20,100,10,10,6,9,89%,-2.0,80%,-15.0,65%,-17.0,96%,0.0,97%,2.0,85%,8.0,17,1,2019
26,1974,Elementary,JK-8,805,9,100,4,4,7,1,93%,5.0,91%,3.0,85%,7.0,94%,-2.0,90%,-10.0,70%,-20.0,8,1,2019
26,1978,Elementary,JK-8,980,21,100,2,2,9,0,69%,-7.0,59%,-15.0,59%,-10.0,91%,8.0,93%,16.0,63%,17.0,10,2,2019
26,1982,Elementary,JK-8,1005,16,100,8,9,8,0,89%,7.0,87%,-5.0,80%,3.0,89%,-5.0,90%,-4.0,61%,-11.0,16,2,2019
26,1984,Elementary,JK-8,525,22,99,6,7,8,1,78%,-11.0,83%,-8.0,76%,-13.0,90%,0.0,98%,9.0,53%,5.0,15,2,2019
26,1988,Elementary,JK-8,915,5,100,1,1,7,1,80%,-8.0,72%,-20.0,60%,-22.0,77%,-2.0,82%,-2.0,40%,-16.0,4,0,2019
26,1991,Elementary,JK-8,675,7,100,1,0,10,1,71%,-16.0,74%,-14.0,49%,-26.0,88%,13.0,87%,6.0,51%,-12.0,4,1,2019
26,1994,Elementary,JK-8,405,5,100,0,5,10,0,88%,-2.0,83%,-9.0,69%,-10.0,100%,11.0,98%,12.0,88%,13.0,5,0,2019
26,1997,Elementary,JK-8,655,8,100,6,7,6,0,85%,0.0,75%,-10.0,66%,-14.0,95%,0.0,95%,10.0,67%,3.0,9,0,2019
26,1999,Elementary,JK-8,415,10,100,5,0,10,0,65%,-22.0,62%,-17.0,42%,-32.0,91%,8.0,88%,-1.0,66%,4.0,10,0,2019
26,2003,Elementary,JK-8,365,10,100,0,0,15,0,76%,-16.0,64%,-24.0,58%,-9.0,79%,-4.0,71%,-18.0,24%,-56.0,5,0,2019
26,2005,Elementary,JK-8,605,11,100,4,4,8,1,75%,-9.0,62%,-7.0,56%,-6.0,90%,1.0,86%,0.0,58%,-7.0,13,2,2019
26,2008,Elementary,JK-8,410,20,100,20,15,5,0,92%,19.0,82%,14.0,76%,17.0,71%,-15.0,74%,-8.0,61%,6.0,15,5,2019
26,2013,Elementary,JK-8,455,15,100,5,10,5,0,81%,-7.0,73%,-11.0,60%,-18.0,66%,-24.0,80%,-2.0,54%,-24.0,15,0,2019
26,2014,Elementary,JK-8,320,10,100,10,10,10,0,70%,-20.0,57%,-38.0,74%,-8.0,93%,9.0,89%,5.0,59%,-9.0,20,0,2019
26,2018,Elementary,JK-8,620,15,100,8,8,6,1,78%,-2.0,79%,-1.0,75%,7.0,90%,8.0,93%,12.0,57%,0.0,11,0,2019
26,2025,Elementary,JK-8,330,0,100,0,0,10,0,79%,8.0,76%,11.0,74%,13.0,86%,-1.0,84%,2.0,59%,17.0,10,5,2019
26,2036,Elementary,JK-8,220,20,100,5,5,10,0,100%,15.0,100%,15.0,89%,0.0,100%,4.0,100%,9.0,92%,18.0,10,5,2019
26,2039,Elementary,JK-8,470,5,100,0,5,10,0,75%,-14.0,73%,-10.0,77%,-8.0,93%,1.0,98%,6.0,75%,1.0,10,0,2019
26,2041,Elementary,JK-8,375,5,100,5,5,10,0,63%,-16.0,52%,-7.0,41%,-18.0,84%,4.0,81%,-2.0,44%,-15.0,10,5,2019
26,2045,Elementary,JK-8,740,16,99,5,5,4,0,89%,1.0,79%,-5.0,67%,-10.0,98%,6.0,96%,9.0,71%,-14.0,12,1,2019
26,2047,Elementary,JK-8,505,22,99,8,8,6,3,88%,-7.0,80%,-18.0,85%,-6.0,96%,0.0,98%,3.0,88%,6.0,11,2,2019
26,2048,Elementary,JK-8,290,15,100,10,10,10,0,83%,-8.0,72%,-14.0,83%,1.0,74%,-12.0,83%,2.0,22%,-26.0,20,10,2019
26,2051,Elementary,JK-8,530,13,100,10,11,5,0,86%,7.0,75%,1.0,76%,13.0,86%,9.0,88%,29.0,79%,24.0,17,2,2019
26,2053,Elementary,JK-8,310,15,100,5,5,10,0,68%,-20.0,40%,-48.0,48%,-24.0,86%,3.0,73%,-2.0,73%,12.0,10,0,2019
26,2055,Elementary,JK-8,355,10,100,5,10,10,0,79%,-9.0,66%,-17.0,48%,-23.0,90%,-10.0,93%,0.0,73%,7.0,10,0,2019
26,2056,Elementary,JK-8,705,15,100,3,4,7,0,81%,-6.0,76%,-7.0,77%,-9.0,87%,0.0,91%,12.0,69%,17.0,10,4,2019
26,2059,Elementary,JK-8,305,10,100,0,5,10,0,93%,-4.0,93%,0.0,89%,10.0,70%,-19.0,65%,-19.0,43%,-25.0,10,0,2019
26,2065,Elementary,JK-8,365,0,100,0,5,10,0,88%,2.0,88%,0.0,81%,10.0,94%,2.0,92%,-8.0,66%,-4.0,10,0,2019
26,2070,Elementary,JK-8,550,4,100,2,1,7,1,93%,10.0,83%,-4.0,74%,10.0,92%,8.0,98%,11.0,71%,-2.0,6,1,2019
26,2071,Elementary,JK-8,225,5,100,10,10,10,0,91%,14.0,82%,-1.0,68%,-2.0,88%,-9.0,92%,-1.0,72%,3.0,10,0,2019
27,8,Elementary,JK-8,365,40,95,10,15,20,0,70%,-16.0,80%,1.0,50%,-5.0,74%,-14.0,74%,-6.0,43%,-5.0,20,5,2019
27,37,Elementary,JK-8,605,30,98,5,5,14,1,85%,7.0,75%,-5.0,79%,20.0,88%,-5.0,93%,5.0,62%,-2.0,6,0,2019
27,57,Elementary,JK-8,1070,49,99,7,7,10,1,89%,3.0,88%,-1.0,70%,-8.0,91%,2.0,93%,8.0,62%,17.0,8,2,2019
27,71,Elementary,JK-8,930,67,98,9,9,7,0,84%,2.0,85%,-4.0,68%,0.0,91%,5.0,90%,2.0,61%,3.0,17,1,2019
27,194,Elementary,JK-8,875,76,99,17,18,9,0,81%,7.0,78%,10.0,74%,15.0,68%,-14.0,82%,-6.0,40%,-2.0,17,2,2019
27,215,Elementary,JK-8,340,35,100,10,10,15,0,88%,15.0,92%,16.0,68%,7.0,94%,1.0,94%,-3.0,63%,-9.0,10,0,2019
27,220,Elementary,JK-8,370,10,100,5,0,10,0,88%,5.0,68%,-18.0,72%,0.0,86%,-3.0,84%,-7.0,57%,-2.0,5,0,2019
27,225,Elementary,JK-6,345,15,100,0,0,5,0,77%,1.0,80%,-2.0,60%,-1.0,88%,-2.0,89%,-6.0,42%,5.0,10,0,2019
27,226,Elementary,JK-8,1215,59,100,9,10,11,0,66%,-9.0,56%,-27.0,52%,-14.0,85%,9.0,93%,11.0,38%,-10.0,11,1,2019
27,243,Elementary,JK-8,490,10,100,5,5,15,0,79%,4.0,71%,-2.0,71%,7.0,90%,2.0,94%,10.0,69%,18.0,5,0,2019
27,259,Elementary,JK-8,745,52,100,20,20,9,1,79%,6.0,77%,2.0,69%,7.0,89%,-2.0,93%,8.0,82%,17.0,12,1,2019
27,302,Elementary,JK-6,345,20,100,10,10,10,0,73%,-9.0,57%,-18.0,61%,6.0,91%,1.0,91%,-4.0,58%,10.0,15,10,2019
27,316,Elementary,JK-8,700,29,97,3,2,9,17,83%,-9.0,88%,1.0,65%,-18.0,92%,2.0,85%,-2.0,76%,5.0,7,1,2019
27,331,Elementary,JK-8,775,54,99,9,9,9,0,75%,-11.0,73%,1.0,57%,-15.0,81%,-9.0,84%,-7.0,59%,9.0,10,4,2019
27,346,Elementary,JK-6,400,25,100,0,0,10,0,77%,4.0,61%,-8.0,44%,-2.0,90%,-2.0,91%,-3.0,31%,-19.0,10,5,2019
27,457,Elementary,1-8,450,30,90,0,0,5,5,88%,-7.0,87%,-8.0,71%,-21.0,98%,-2.0,98%,-2.0,88%,14.0,5,0,2019
27,479,Elementary,JK-8,465,20,95,5,10,20,5,80%,-4.0,71%,-13.0,69%,-12.0,80%,-5.0,80%,-2.0,49%,-6.0,10,0,2019
27,513,Elementary,JK-8,815,50,99,16,16,12,0,78%,3.0,71%,-6.0,59%,-3.0,80%,-3.0,85%,2.0,47%,-13.0,10,1,2019
27,527,Elementary,JK-8,1120,61,99,9,10,8,0,85%,7.0,81%,7.0,64%,-4.0,86%,-2.0,86%,-8.0,49%,-3.0,12,1,2019
27,530,Elementary,JK-8,645,17,99,1,2,14,6,81%,-4.0,81%,-9.0,78%,-2.0,91%,1.0,96%,9.0,59%,-2.0,4,1,2019
27,544,Elementary,JK-8,425,40,100,10,15,20,0,69%,-4.0,56%,-2.0,54%,-13.0,86%,7.0,89%,16.0,56%,0.0,10,5,2019
27,574,Elementary,JK-8,645,20,99,6,6,15,0,77%,5.0,72%,0.0,62%,2.0,85%,9.0,84%,15.0,46%,0.0,9,1,2019
27,583,Elementary,1-8,660,50,97,4,4,6,3,98%,4.0,92%,1.0,89%,-1.0,100%,3.0,99%,3.0,78%,0.0,9,0,2019
27,600,Elementary,JK-8,550,15,100,4,5,19,0,77%,-1.0,58%,-20.0,54%,-7.0,89%,1.0,85%,5.0,43%,3.0,7,0,2019
27,626,Elementary,JK-6,400,25,100,10,10,10,0,74%,-6.0,74%,-8.0,67%,-3.0,86%,0.0,92%,4.0,42%,-16.0,5,0,2019
27,643,Elementary,JK-6,345,10,95,5,5,10,0,85%,11.0,65%,-11.0,53%,-15.0,86%,-4.0,94%,14.0,63%,10.0,15,0,2019
27,718,Elementary,JK-8,1105,47,100,5,6,15,0,75%,-1.0,64%,-11.0,66%,3.0,85%,2.0,88%,9.0,45%,-11.0,9,3,2019
27,726,Elementary,JK-8,680,49,98,11,10,9,0,91%,-1.0,91%,3.0,84%,3.0,91%,-1.0,93%,1.0,57%,-8.0,17,3,2019
27,821,Elementary,JK-8,1060,54,98,10,10,7,1,84%,0.0,78%,2.0,61%,-10.0,91%,4.0,90%,-1.0,54%,-5.0,9,3,2019
27,855,Elementary,JK-8,635,56,99,10,10,7,2,92%,-1.0,91%,2.0,78%,-4.0,96%,0.0,96%,0.0,79%,16.0,14,5,2019
27,885,Elementary,JK-8,755,13,99,3,2,12,2,90%,2.0,94%,0.0,81%,-2.0,96%,8.0,97%,8.0,76%,-2.0,8,1,2019
27,887,Elementary,JK-8,725,31,98,6,7,10,1,89%,3.0,80%,-11.0,80%,6.0,84%,5.0,82%,-1.0,46%,1.0,6,2,2019
27,897,Elementary,JK-8,900,63,100,20,21,6,1,96%,8.0,93%,6.0,89%,5.0,96%,1.0,97%,4.0,75%,-5.0,9,0,2019
27,924,Elementary,JK-8,255,15,95,5,0,10,0,75%,-18.0,80%,0.0,75%,-5.0,80%,-10.0,68%,-9.0,42%,-23.0,10,0,2019
27,935,Elementary,JK-6,260,25,100,15,15,10,0,62%,6.0,38%,-14.0,31%,9.0,81%,4.0,71%,16.0,26%,8.0,25,10,2019
27,954,Elementary,JK-6,240,15,100,5,5,20,5,78%,-7.0,75%,13.0,69%,-8.0,82%,18.0,79%,11.0,43%,-1.0,10,5,2019
27,1033,Elementary,JK-8,575,39,99,21,22,8,1,84%,-1.0,84%,-1.0,77%,-4.0,91%,2.0,94%,-2.0,59%,-6.0,9,0,2019
27,1038,Elementary,JK-6,360,20,100,0,5,10,0,84%,12.0,67%,1.0,60%,-6.0,85%,-5.0,85%,-5.0,70%,-8.0,10,5,2019
27,1067,Elementary,JK-8,655,5,99,1,1,21,0,64%,-6.0,67%,15.0,73%,17.0,69%,8.0,75%,10.0,19%,-8.0,9,2,2019
27,1097,Elementary,JK-6,400,15,100,0,0,10,0,67%,-15.0,70%,14.0,47%,3.0,66%,-5.0,61%,-7.0,22%,-28.0,10,5,2019
27,1114,Elementary,JK-8,430,45,100,10,10,15,0,50%,-17.0,36%,-38.0,28%,-5.0,63%,-14.0,66%,-14.0,39%,3.0,20,10,2019
27,1141,Elementary,1-8,520,59,98,4,4,5,4,93%,-3.0,87%,-6.0,84%,-3.0,96%,-2.0,98%,4.0,83%,31.0,12,2,2019
27,1154,Elementary,JK-6,320,25,95,10,15,10,0,96%,17.0,89%,13.0,79%,-3.0,85%,-5.0,85%,-10.0,56%,-4.0,5,0,2019
27,1219,Elementary,JK-8,1160,70,98,19,19,7,1,88%,-1.0,87%,-1.0,81%,-1.0,91%,2.0,93%,3.0,61%,-4.0,15,1,2019
27,1222,Elementary,JK-8,530,37,98,5,5,7,1,90%,-2.0,85%,3.0,79%,1.0,88%,-1.0,88%,-1.0,45%,-5.0,7,0,2019
27,1275,Elementary,JK-8,1050,58,99,9,10,8,0,84%,-1.0,81%,-8.0,75%,-5.0,85%,2.0,87%,4.0,41%,-7.0,11,1,2019
27,1278,Elementary,JK-8,715,50,99,11,12,7,0,83%,-2.0,66%,-13.0,70%,-7.0,87%,6.0,92%,2.0,40%,-10.0,12,1,2019
27,1296,Elementary,JK-6,225,15,100,0,0,10,0,84%,11.0,84%,7.0,59%,-18.0,100%,6.0,100%,3.0,79%,8.0,10,0,2019
27,1298,Elementary,JK-6,280,10,100,5,5,10,5,71%,-8.0,45%,-25.0,48%,-13.0,70%,-7.0,67%,0.0,30%,-20.0,10,0,2019
27,1310,Elementary,JK-8,790,48,98,13,14,5,26,97%,2.0,91%,4.0,88%,-8.0,89%,1.0,94%,1.0,73%,13.0,12,0,2019
27,1312,Elementary,1-8,520,30,96,1,1,7,2,92%,0.0,89%,11.0,86%,12.0,97%,6.0,94%,5.0,59%,6.0,12,2,2019
27,1316,Elementary,JK-8,585,20,96,0,1,10,2,92%,-2.0,86%,0.0,72%,-5.0,98%,6.0,98%,10.0,70%,5.0,7,1,2019
27,1344,Elementary,JK-8,660,52,99,22,23,12,0,90%,14.0,86%,8.0,76%,-2.0,87%,-1.0,90%,2.0,61%,-7.0,18,1,2019
